('1428997974', '84076180')
('73461039', '84076180')
('800138606417326080', '84076180')
('67487546', '84076180')
('438332837', '84076180')
('755876743022600193', '84076180')
('273044096', '84076180')
('2891411351', '84076180')
('55986398', '84076180')
('104916595', '84076180')
('724504274', '84076180')
('179356588', '84076180')
('177353360', '84076180')
('1523545765', '84076180')
('1325937811', '84076180')
('736843069', '84076180')
('312996318', '84076180')
('244734329', '84076180')
('919669412298452992', '84076180')
('65223177', '84076180')
('2900687548', '84076180')
('708302037168070656', '84076180')
('37971260', '84076180')
('85377494', '84076180')
('33712977', '84076180')
('1431723990', '84076180')
('1055611099', '84076180')
('2497491764', '84076180')
('182210167', '84076180')
('469430366', '84076180')
('909618037090856960', '84076180')
('169225051', '84076180')
('57682476', '84076180')
('61046049', '84076180')
('934823729749811201', '84076180')
('179897596', '84076180')
('26663913', '84076180')
('3734039116', '84076180')
('266837588', '84076180')
('918610298344534017', '84076180')
('306778809', '84076180')
('557626454', '84076180')
('3037284419', '84076180')
('49631017', '84076180')
('58086992', '84076180')
('3092232629', '84076180')
('2269752038', '84076180')
('193900428', '84076180')
('58109497', '84076180')
('2916456381', '84076180')
('41565937', '84076180')
('890297507980480512', '84076180')
('156420488', '84076180')
('40384669', '84076180')
('900514095862095873', '84076180')
('79828628', '84076180')
('28222673', '84076180')
('1961431344', '84076180')
('724306089760661504', '84076180')
('916394112869388288', '84076180')
('1978667168', '84076180')
('454061147', '84076180')
('59771262', '84076180')
('151458675', '84076180')
('1304752723', '84076180')
('452978935', '84076180')
('48218911', '84076180')
('285702623', '84076180')
('2598797777', '84076180')
('185201314', '84076180')
('238589894', '84076180')
('345574834', '84076180')
('955740865460400128', '84076180')
('2286787444', '84076180')
('41901250', '84076180')
('150745644', '84076180')
('142799766', '84076180')
('930549603929337857', '84076180')
('605606154', '84076180')
('3234366029', '84076180')
('57017624', '84076180')
('2803396701', '84076180')
('59841860', '84076180')
('816714203293749248', '84076180')
('3045124835', '84076180')
('876841410095308800', '84076180')
('228895907', '84076180')
('253713018', '84076180')
('46036120', '84076180')
('237531918', '84076180')
('956239354283876355', '84076180')
('2190701106', '84076180')
('48612147', '84076180')
('717426891', '84076180')
('38936096', '84076180')
('63852380', '84076180')
('1451340224', '84076180')
('1382049384', '84076180')
('194413940', '84076180')
('911513143372861440', '84076180')
('591268828', '84076180')
('889232599373283328', '84076180')
('878984828691107841', '84076180')
('204494751', '84076180')
('2866190400', '84076180')
('43476953', '84076180')
('94534701', '84076180')
('2780766058', '84076180')
('378171700', '84076180')
('84925552', '84076180')
('3352993617', '84076180')
('803606348571283456', '84076180')
('753292585834254336', '84076180')
('15280766', '84076180')
('72092115', '84076180')
('270061828', '84076180')
('488617216', '84076180')
('38942132', '84076180')
('147745858', '84076180')
('39423041', '84076180')
('857477200655917056', '84076180')
('174046429', '84076180')
('946316665448488965', '84076180')
('155262844', '84076180')
('2880932962', '84076180')
('911653387351060481', '84076180')
('213001994', '84076180')
('251346626', '84076180')
('148430516', '84076180')
('413968059', '84076180')
('206456514', '84076180')
('4357049597', '84076180')
('57529369', '84076180')
('83628899', '84076180')
('272585729', '84076180')
('883501623703736320', '84076180')
('809764004595957764', '84076180')
('894625258904399872', '84076180')
('60102362', '84076180')
('75698464', '84076180')
('212886228', '84076180')
('123062448', '84076180')
('75602435', '84076180')
('917449901319049216', '84076180')
('135025630', '84076180')
('2367999100', '84076180')
('68480111', '84076180')
('866020391541714944', '84076180')
('103426442', '84076180')
('33715817', '84076180')
('796918229759381505', '84076180')
('1406382151', '84076180')
('198580689', '84076180')
('795579841831718913', '84076180')
('1289086200', '84076180')
('703378720296460288', '84076180')
('498338270', '84076180')
('390413360', '84076180')
('2752226806', '84076180')
('38299909', '84076180')
('303795484', '84076180')
('733909765340942337', '84076180')
('1587331309', '84076180')
('1143877644', '84076180')
('143296945', '84076180')
('203361939', '84076180')
('281351848', '84076180')
('2958725283', '84076180')
('822212309238120448', '84076180')
('715561188244000770', '84076180')
('624947388', '84076180')
('28325446', '84076180')
('53031083', '84076180')
('4779127833', '84076180')
('97602940', '84076180')
('887634069588238337', '84076180')
('836225003410583552', '84076180')
('590671635', '84076180')
('46006531', '84076180')
('226542404', '84076180')
('34325730', '84076180')
('901948964', '84076180')
('275566322', '84076180')
('719816993', '84076180')
('873917553097179136', '84076180')
('898983849602015235', '84076180')
('36362850', '84076180')
('52532597', '84076180')
('539907361', '84076180')
('2683971261', '84076180')
('777490316043640833', '84076180')
('19268911', '84076180')
('133462054', '84076180')
('27796199', '84076180')
('213075388', '84076180')
('868048543659024385', '84076180')
('60186708', '84076180')
('353287866', '84076180')
('860543545979138048', '84076180')
('305805858', '84076180')
('4867100343', '84076180')
('2347926035', '84076180')
('794935284', '84076180')
('57110967', '84076180')
('2215532968', '84076180')
('263157171', '84076180')
('3947533047', '84076180')
('342757536', '84076180')
('2212587631', '84076180')
('311672375', '84076180')
('481058704', '84076180')
('64289516', '84076180')
('290573873', '84076180')
('2741238362', '84076180')
('60962193', '84076180')
('1680796838', '84076180')
('1080817741', '84076180')
('2291390773', '84076180')
('2393699237', '84076180')
('68861002', '84076180')
('257209181', '84076180')
('33435237', '84076180')
('913906254699012096', '84076180')
('2255719925', '84076180')
('744989069604716544', '84076180')
('1037401650', '84076180')
('54230274', '84076180')
('720323832', '84076180')
('246038035', '84076180')
('1336638744', '84076180')
('399399930', '84076180')
('210831263', '84076180')
('2477065406', '84076180')
('2215983663', '84076180')
('850298996832821248', '84076180')
('344456602', '84076180')
('867494036575268864', '84076180')
('855220075128918016', '84076180')
('706842606634999812', '84076180')
('2721723233', '84076180')
('46732528', '84076180')
('750687993942384641', '84076180')
('343347802', '84076180')
('710239707989463040', '84076180')
('910133327574781953', '84076180')
('742067616110551040', '84076180')
('887684908419874818', '84076180')
('4099406907', '84076180')
('829505478124240896', '84076180')
('4307654596', '84076180')
('163878873', '84076180')
('2613032362', '84076180')
('568677856', '84076180')
('1315182469', '84076180')
('2348510736', '84076180')
('950827497561690112', '84076180')
('264117014', '84076180')
('33484078', '84076180')
('475306640', '84076180')
('52031026', '84076180')
('3389515959', '84076180')
('139224451', '84076180')
('4750483413', '84076180')
('3700621997', '84076180')
('33372382', '84076180')
('62067729', '84076180')
('857459535266684928', '84076180')
('33491581', '84076180')
('813193647734882309', '84076180')
('2550355971', '84076180')
('519457514', '84076180')
('195405563', '84076180')
('619185040', '84076180')
('3398902755', '84076180')
('787440045477199872', '84076180')
('51914304', '84076180')
('4603485693', '84076180')
('1020417709', '84076180')
('51514554', '84076180')
('47323932', '84076180')
('782746117863772160', '84076180')
('116251224', '84076180')
('17364551', '84076180')
('100747016', '84076180')
('34237029', '84076180')
('1480835924', '84076180')
('3221768495', '84076180')
('750900400983769088', '84076180')
('68051999', '84076180')
('342784082', '84076180')
('173851898', '84076180')
('4854234490', '84076180')
('3307650761', '84076180')
('170694477', '84076180')
('27955535', '84076180')
('171483132', '84076180')
('69291540', '84076180')
('32151917', '84076180')
('461423495', '84076180')
('78622032', '84076180')
('50492440', '84076180')
('89311291', '84076180')
('17261342', '84076180')
('3158176122', '84076180')
('2860861229', '84076180')
('261912695', '84076180')
('484249177', '84076180')
('229668885', '84076180')
('38238136', '84076180')
('1131834344', '84076180')
('904090365879349248', '84076180')
('800384674455355394', '84076180')
('3307508578', '84076180')
('196829993', '84076180')
('120543419', '84076180')
('96638995', '84076180')
('67495697', '84076180')
('303807341', '84076180')
('142341327', '84076180')
('704341330311438337', '84076180')
('63168109', '84076180')
('110559690', '84076180')
('149487949', '84076180')
('1533937063', '84076180')
('396919331', '84076180')
('2719236629', '84076180')
('885954626465476608', '84076180')
('122146898', '84076180')
('58912895', '84076180')
('802543408237727744', '84076180')
('850849999', '84076180')
('950823786', '84076180')
('86219123', '84076180')
('80740743', '84076180')
('420567728', '84076180')
('2344254678', '84076180')
('884814060356857857', '84076180')
('366264132', '84076180')
('902104854', '84076180')
('39418071', '84076180')
('236868849', '84076180')
('377117775', '84076180')
('44001219', '84076180')
('199830158', '84076180')
('234808356', '84076180')
('52088416', '84076180')
('3161058639', '84076180')
('66220255', '84076180')
('52576662', '84076180')
('2994310996', '84076180')
('71410621', '84076180')
('595054327', '84076180')
('865091131', '84076180')
('173472420', '84076180')
('51122611', '84076180')
('17833805', '84076180')
('50827276', '84076180')
('53421042', '84076180')
('192785990', '84076180')
('454115471', '84076180')
('786609913548144640', '84076180')
('1671657866', '84076180')
('3132773623', '84076180')
('23824916', '84076180')
('74044707', '84076180')
('233192094', '84076180')
('45739338', '84076180')
('365004651', '84076180')
('67688092', '84076180')
('49171512', '84076180')
('713396826431492096', '84076180')
('2751054320', '84076180')
('1565568212', '84076180')
('1600969712', '84076180')
('2677368270', '84076180')
('2598050635', '84076180')
('105638826', '84076180')
('400837199', '84076180')
('401556132', '84076180')
('1066809984', '84076180')
('2569568695', '84076180')
('190466863', '84076180')
('2358536397', '84076180')
('305573096', '84076180')
('861939164408930306', '84076180')
('92015251', '84076180')
('232695523', '84076180')
('93728981', '84076180')
('2513930431', '84076180')
('4057211595', '84076180')
('3464278829', '84076180')
('199075804', '84076180')
('74780902', '84076180')
('131557676', '84076180')
('34169522', '84076180')
('414314383', '84076180')
('935446002', '84076180')
('874114043061161986', '84076180')
('114505927', '84076180')
('105292180', '84076180')
('775799850814234625', '84076180')
('346204440', '84076180')
('84616041', '84076180')
('799197195958386689', '84076180')
('2448238118', '84076180')
('956198566028107776', '84076180')
('90164502', '84076180')
('135037143', '84076180')
('580338130', '84076180')
('28204002', '84076180')
('309648633', '84076180')
('62703479', '84076180')
('195994916', '84076180')
('167167547', '84076180')
('3672418935', '84076180')
('2878167442', '84076180')
('3224890847', '84076180')
('317072620', '84076180')
('69153694', '84076180')
('827350368266895361', '84076180')
('719994222213009408', '84076180')
('4202225063', '84076180')
('80471847', '84076180')
('262727520', '84076180')
('628676162', '84076180')
('33391399', '84076180')
('812087241468215296', '84076180')
('54393638', '84076180')
('735723034347069440', '84076180')
('1260536281', '84076180')
('142775595', '84076180')
('73453358', '84076180')
('2158006172', '84076180')
('926127023977914368', '84076180')
('2864461660', '84076180')
('133739630', '84076180')
('221559458', '84076180')
('2625746237', '84076180')
('366900530', '84076180')
('1083382944', '84076180')
('472981678', '84076180')
('3105108615', '84076180')
('311428514', '84076180')
('2497204400', '84076180')
('58845839', '84076180')
('195099593', '84076180')
('3037302190', '84076180')
('58614510', '84076180')
('205370569', '84076180')
('166391799', '84076180')
('4871935533', '84076180')
('51748275', '84076180')
('14350964', '84076180')
('222814502', '84076180')
('2861005863', '84076180')
('323539247', '84076180')
('62355746', '84076180')
('2174402707', '84076180')
('124877390', '84076180')
('70714318', '84076180')
('94217787', '84076180')
('68776394', '84076180')
('211707946', '84076180')
('2765240285', '84076180')
('4874002421', '84076180')
('105200182', '84076180')
('3363174154', '84076180')
('2779738194', '84076180')
('87810812', '84076180')
('882311846', '84076180')
('50159453', '84076180')
('2749511311', '84076180')
('213863998', '84076180')
('3082121914', '84076180')
('211991111', '84076180')
('717524596912693249', '84076180')
('2843003962', '84076180')
('586670822', '84076180')
('95949366', '84076180')
('52199646', '84076180')
('18819701', '84076180')
('898516963', '84076180')
('16998087', '84076180')
('2511634305', '84076180')
('873601783863685120', '84076180')
('738873823', '84076180')
('194602612', '84076180')
('59483064', '84076180')
('57413799', '84076180')
('805898653881737216', '84076180')
('889871123013406720', '84076180')
('3182984963', '84076180')
('815744023222775808', '84076180')
('91599195', '84076180')
('413974802', '84076180')
('543781232', '84076180')
('1205768317', '84076180')
('67175223', '84076180')
('44643923', '84076180')
('890968996203433985', '84076180')
('223484852', '84076180')
('2531851415', '84076180')
('170145566', '84076180')
('712060507533012993', '84076180')
('172566940', '84076180')
('2460276247', '84076180')
('473029425', '84076180')
('33800204', '84076180')
('3369846797', '84076180')
('118372205', '84076180')
('2207903506', '84076180')
('2322937909', '84076180')
('2173069039', '84076180')
('27660599', '84076180')
('865339814', '84076180')
('136344327', '84076180')
('94851626', '84076180')
('60362450', '84076180')
('436249923', '84076180')
('2336967834', '84076180')
('2236855003', '84076180')
('144839504', '84076180')
('366054205', '84076180')
('266829985', '84076180')
('61922902', '84076180')
('783353013570273280', '84076180')
('41650435', '84076180')
('65182451', '84076180')
('73912081', '84076180')
('2456740879', '84076180')
('129294592', '84076180')
('42257513', '84076180')
('4019216549', '84076180')
('956449286', '84076180')
('2922046192', '84076180')
('207103824', '84076180')
('189701514', '84076180')
('2293065512', '84076180')
('163090114', '84076180')
('154124818', '84076180')
('38738995', '84076180')
('50219199', '84076180')
('364278106', '84076180')
('2389711955', '84076180')
('4101060616', '84076180')
('26149150', '84076180')
('104908811', '84076180')
('2981476521', '84076180')
('31924478', '84076180')
('946548413386158080', '84076180')
('71711349', '84076180')
('146435955', '84076180')
('1506886340', '84076180')
('706260793', '84076180')
('56171932', '84076180')
('366197755', '84076180')
('3196378109', '84076180')
('35206168', '84076180')
('707700845706616832', '84076180')
('2211031987', '84076180')
('2602376817', '84076180')
('62151289', '84076180')
('17503188', '84076180')
('62290164', '84076180')
('107129803', '84076180')
('3178451639', '84076180')
('62900055', '84076180')
('897730329003397121', '84076180')
('32931395', '84076180')
('900181399625400327', '84076180')
('1349175188', '84076180')
('20532658', '84076180')
('380849269', '84076180')
('2515912359', '84076180')
('915931626', '84076180')
('64747926', '84076180')
('2250558999', '84076180')
('61206552', '84076180')
('67375519', '84076180')
('829878491302735872', '84076180')
('127741505', '84076180')
('813669216612208640', '84076180')
('36012937', '84076180')
('324443326', '84076180')
('263753958', '84076180')
('37819403', '84076180')
('345111775', '84076180')
('799500408771190784', '84076180')
('138890279', '84076180')
('602714906', '84076180')
('187963464', '84076180')
('307636961', '84076180')
('568272583', '84076180')
('320916324', '84076180')
('4888763464', '84076180')
('4216140293', '84076180')
('68147637', '84076180')
('50488137', '84076180')
('432984757', '84076180')
('740572328988430336', '84076180')
('727148654570643456', '84076180')
('441217669', '84076180')
('748867245980385280', '84076180')
('3297429040', '84076180')
('192794060', '84076180')
('2831006182', '84076180')
('738364235575627776', '84076180')
('2784479297', '84076180')
('822666943', '84076180')
('236862874', '84076180')
('81250091', '84076180')
('2583917882', '84076180')
('862239456', '84076180')
('854514435674845184', '84076180')
('92024087', '84076180')
('4756028956', '84076180')
('2515990576', '84076180')
('41570977', '84076180')
('895907023245672449', '84076180')
('170101647', '84076180')
('190323948', '84076180')
('56418373', '84076180')
('55296985', '84076180')
('1542334123', '84076180')
('3825790529', '84076180')
('123349548', '84076180')
('730787095275540481', '84076180')
('806078861897322497', '84076180')
('3078197890', '84076180')
('531938468', '84076180')
('61104205', '84076180')
('858509498520154112', '84076180')
('56515506', '84076180')
('158794754', '84076180')
('395686851', '84076180')
('19296223', '84076180')
('140484025', '84076180')
('94863172', '84076180')
('824335233545801731', '84076180')
('745655005772943360', '84076180')
('2877488649', '84076180')
('230722051', '84076180')
('791025240038047744', '84076180')
('2848811770', '84076180')
('17834583', '84076180')
('248429976', '84076180')
('113396012', '84076180')
('34451879', '84076180')
('1132315878', '84076180')
('125378063', '84076180')
('809733283860856832', '84076180')
('35324646', '84076180')
('884876929253429249', '84076180')
('3587523142', '84076180')
('80932776', '84076180')
('23356341', '84076180')
('2869551238', '84076180')
('188966358', '84076180')
('933939259068862464', '84076180')
('28378352', '84076180')
('1601836363', '84076180')
('114850013', '84076180')
('40464629', '84076180')
('723355513396690944', '84076180')
('39790704', '84076180')
('3629031915', '84076180')
('827617285166739456', '84076180')
('70769227', '84076180')
('112078300', '84076180')
('153227900', '84076180')
('3381862865', '84076180')
('42334518', '84076180')
('2457424330', '84076180')
('157839500', '84076180')
('227280535', '84076180')
('174239236', '84076180')
('754671229974482944', '84076180')
('17350997', '84076180')
('22635670', '84076180')
('57354671', '84076180')
('2645509481', '84076180')
('28668598', '84076180')
('3135400683', '84076180')
('1104634872', '84076180')
('26000423', '84076180')
('56878649', '84076180')
('2745827622', '84076180')
('64081524', '84076180')
('3127687596', '84076180')
('212412254', '84076180')
('235530741', '84076180')
('275760101', '84076180')
('82014336', '84076180')
('156838910', '84076180')
('2525216572', '84076180')
('1674517904', '84076180')
('2186510680', '84076180')
('2660182980', '84076180')
('32511442', '84076180')
('2843999351', '84076180')
('82200322', '84076180')
('282532497', '84076180')
('803007122455822337', '84076180')
('628434363', '84076180')
('69836265', '84076180')
('2189222846', '84076180')
('184040825', '84076180')
('916421467755241473', '84076180')
('164450597', '84076180')
('37116813', '84076180')
('2809284843', '84076180')
('165971932', '84076180')
('763505815894581248', '84076180')
('314011384', '84076180')
('83987786', '84076180')
('284285420', '84076180')
('938002195', '84076180')
('137854019', '84076180')
('1183624166', '84076180')
('452378074', '84076180')
('84657561', '84076180')
('124579306', '84076180')
('52577342', '84076180')
('116276665', '84076180')
('253067553', '84076180')
('26760597', '84076180')
('293292550', '84076180')
('91899715', '84076180')
('929487342980812800', '84076180')
('42872554', '84076180')
('159488767', '84076180')
('306374173', '84076180')
('196317206', '84076180')
('32739773', '84076180')
('58316351', '84076180')
('2962325092', '84076180')
('324435809', '84076180')
('80983157', '84076180')
('84499655', '84076180')
('24925579', '84076180')
('932663439234863104', '84076180')
('1421973835', '84076180')
('62055473', '84076180')
('1119983942', '84076180')
('894581952791138306', '84076180')
('64470721', '84076180')
('4774711221', '84076180')
('825816416012075009', '84076180')
('76215195', '84076180')
('54271887', '84076180')
('2253144393', '84076180')
('64738438', '84076180')
('178310396', '84076180')
('40390066', '84076180')
('63751974', '84076180')
('246463894', '84076180')
('290556303', '84076180')
('1287392210', '84076180')
('268552696', '84076180')
('35383137', '84076180')
('192645316', '84076180')
('267850451', '84076180')
('98260057', '84076180')
('810215883255717889', '84076180')
('1529551249', '84076180')
('289951133', '84076180')
('764664919', '84076180')
('1441816464', '84076180')
('33759939', '84076180')
('287438110', '84076180')
('84938843', '84076180')
('20984592', '84076180')
('194354527', '84076180')
('378011637', '84076180')
('198359444', '84076180')
('566835323', '84076180')
('37983889', '84076180')
('245909273', '84076180')
('51198381', '84076180')
('234948461', '84076180')
('210248496', '84076180')
('831084992', '84076180')
('272472558', '84076180')
('3958687282', '84076180')
('811543224783437826', '84076180')
('49479376', '84076180')
('109372126', '84076180')
('39126865', '84076180')
('792933149865021441', '84076180')
('881929385263198208', '84076180')
('69134992', '84076180')
('2229303500', '84076180')
('78126545', '84076180')
('194723138', '84076180')
('297164677', '84076180')
('801417295897755648', '84076180')
('35549513', '84076180')
('932763788746612736', '84076180')
('2902707081', '84076180')
('3252372617', '84076180')
('222233746', '84076180')
('917751362280218624', '84076180')
('36162619', '84076180')
('274973095', '84076180')
('35835746', '84076180')
('2858010947', '84076180')
('44454387', '84076180')
('35336451', '84076180')
('179358045', '84076180')
('7440292', '84076180')
('65473258', '84076180')
('2284378856', '84076180')
('510125145', '84076180')
('4098643683', '84076180')
('3883065591', '84076180')
('1037651850', '84076180')
('3015404571', '84076180')
('56454721', '84076180')
('247106824', '84076180')
('160723313', '84076180')
('67711235', '84076180')
('2747001454', '84076180')
('237019028', '84076180')
('842729595849916417', '84076180')
('321099143', '84076180')
('49951701', '84076180')
('69712265', '84076180')
('2980155713', '84076180')
('101252050', '84076180')
('3226496056', '84076180')
('2644956844', '84076180')
('27684266', '84076180')
('2827477935', '84076180')
('64041431', '84076180')
('177689343', '84076180')
('58867408', '84076180')
('2342156971', '84076180')
('189549639', '84076180')
('26679830', '84076180')
('1533963097', '84076180')
('4557443116', '84076180')
('250841773', '84076180')
('167424265', '84076180')
('191799587', '84076180')
('551579007', '84076180')
('822803071218630657', '84076180')
('1430567257', '84076180')
('399949776', '84076180')
('120980924', '84076180')
('171493657', '84076180')
('26505047', '84076180')
('77530408', '84076180')
